open_time,open,high,low,close,volume
2025-12-30 00:00:00,2937.41,2940.0,2933.92,2936.22,529090.514
2025-12-30 00:30:00,2936.22,2937.21,2930.51,2936.54,670735.421
2025-12-30 01:00:00,2936.54,2936.76,2930.67,2930.91,897248.382
2025-12-30 01:30:00,2930.9,2937.29,2924.23,2935.07,1367762.1
2025-12-30 02:00:00,2935.07,2938.28,2929.71,2932.14,892359.266
2025-12-30 02:30:00,2932.14,2932.14,2922.72,2926.91,1324738.676
2025-12-30 03:00:00,2926.91,2942.88,2918.7,2939.28,1529966.371
2025-12-30 03:30:00,2939.28,2954.43,2936.07,2950.61,1191640.768
2025-12-30 04:00:00,2950.61,2956.78,2944.8,2955.28,1181809.58
2025-12-30 04:30:00,2955.28,2956.78,2944.95,2944.95,769600.363
2025-12-30 05:00:00,2944.95,2946.65,2939.11,2942.75,819098.161
2025-12-30 05:30:00,2942.75,2942.95,2936.08,2940.6,844966.67
2025-12-30 06:00:00,2940.61,2949.57,2939.89,2944.62,1055198.993
2025-12-30 06:30:00,2944.62,2949.59,2943.44,2944.14,667675.851
2025-12-30 07:00:00,2944.13,2952.95,2943.44,2945.66,975225.436
2025-12-30 07:30:00,2945.66,2951.0,2944.6,2949.78,323770.842
2025-12-30 08:00:00,2949.78,3001.47,2949.64,2975.4,2944919.631
2025-12-30 08:30:00,2975.37,2984.88,2972.65,2976.69,1786392.312
2025-12-30 09:00:00,2976.71,2980.96,2970.11,2972.82,936528.984
2025-12-30 09:30:00,2972.82,2985.56,2972.82,2984.56,986279.46
2025-12-30 10:00:00,2984.56,2986.63,2977.52,2978.97,829196.723
2025-12-30 10:30:00,2978.96,2983.37,2974.22,2975.83,763157.807
2025-12-30 11:00:00,2975.83,2977.47,2973.43,2975.77,412515.149
2025-12-30 11:30:00,2975.78,2982.68,2973.38,2977.46,971647.469
2025-12-30 12:00:00,2977.46,2984.19,2976.54,2982.12,505532.075
2025-12-30 12:30:00,2982.12,2984.19,2976.2,2979.38,354403.482
2025-12-30 13:00:00,2979.38,2990.6,2978.71,2987.17,1563183.953
2025-12-30 13:30:00,2987.17,2989.55,2983.0,2986.23,1063609.234
2025-12-30 14:00:00,2986.23,2986.27,2964.78,2969.15,1527898.893
2025-12-30 14:30:00,2969.14,3003.43,2959.4,2995.04,1970537.672
2025-12-30 15:00:00,2995.04,2999.55,2970.05,2978.13,2057190.066
2025-12-30 15:30:00,2978.11,2994.74,2975.66,2988.6,1948328.053
2025-12-30 16:00:00,2988.59,2992.16,2979.24,2990.23,1775837.404
2025-12-30 16:30:00,2990.22,2992.16,2974.36,2982.39,1405859.212
2025-12-30 17:00:00,2982.99,2985.14,2974.91,2979.94,917620.362
2025-12-30 17:30:00,2979.94,2983.86,2967.03,2975.87,1302788.502
2025-12-30 18:00:00,2975.88,2977.72,2969.71,2974.13,928759.582
2025-12-30 18:30:00,2974.13,2976.89,2960.57,2970.62,874980.131
2025-12-30 19:00:00,2970.58,2970.81,2944.64,2968.23,1726170.357
2025-12-30 19:30:00,2968.23,2973.12,2965.86,2970.34,791922.769
2025-12-30 20:00:00,2970.34,2971.43,2966.85,2966.96,625290.451
2025-12-30 20:30:00,2966.96,2967.29,2955.73,2957.13,756327.321
2025-12-30 21:00:00,2957.38,2963.96,2955.37,2960.62,576135.61
2025-12-30 21:30:00,2960.63,2967.99,2960.62,2966.49,315093.844
2025-12-30 22:00:00,2966.79,2969.98,2966.23,2968.62,276083.272
2025-12-30 22:30:00,2968.62,2969.29,2964.15,2968.43,643133.911
2025-12-30 23:00:00,2968.49,2973.18,2967.17,2972.13,839696.55
2025-12-30 23:30:00,2972.13,2973.55,2968.88,2973.55,324325.703
2025-12-31 00:00:00,2973.3,2973.55,2962.53,2968.1,1000748.572
2025-12-31 00:30:00,2968.11,2968.78,2962.43,2965.16,402642.228
2025-12-31 01:00:00,2965.16,2980.63,2961.72,2977.65,1602143.477
2025-12-31 01:30:00,2977.65,2982.99,2976.25,2978.41,877864.712
2025-12-31 02:00:00,2978.4,2980.94,2974.55,2978.59,618996.889
2025-12-31 02:30:00,2978.59,2981.39,2973.02,2980.37,772865.889
2025-12-31 03:00:00,2980.37,2981.81,2973.47,2973.47,623632.346
2025-12-31 03:30:00,2973.47,2974.0,2965.13,2969.3,503699.843
2025-12-31 04:00:00,2969.3,2969.3,2969.3,2969.3,0.0
2025-12-31 04:30:00,2969.3,2969.3,2969.3,2969.3,0.0
2025-12-31 05:00:00,2969.3,2969.3,2969.3,2969.3,0.0
2025-12-31 05:30:00,2969.3,2969.3,2969.3,2969.3,0.0
2025-12-31 06:00:00,2969.51,2976.22,2968.72,2975.81,148714.692
2025-12-31 06:30:00,2975.81,2976.91,2973.58,2974.03,181906.091
2025-12-31 07:00:00,2974.02,2974.89,2970.54,2974.42,429746.79
2025-12-31 07:30:00,2974.59,2975.89,2971.59,2975.85,196689.164
2025-12-31 08:00:00,2975.89,2978.2,2974.2,2975.35,346740.508
2025-12-31 08:30:00,2975.35,2975.61,2964.09,2968.08,674750.778
2025-12-31 09:00:00,2968.08,2973.33,2818.88,2972.24,333110.933
2025-12-31 09:30:00,2972.24,2976.59,2972.05,2975.93,342411.875
2025-12-31 10:00:00,2975.93,2979.66,2975.33,2976.58,478432.655
2025-12-31 10:30:00,2976.58,2979.46,2974.19,2979.46,281482.774
2025-12-31 11:00:00,2979.46,2990.3,2979.25,2989.86,716082.988
2025-12-31 11:30:00,2989.86,3000.33,2988.36,3000.33,1008908.32
2025-12-31 12:00:00,3000.33,3000.59,2995.26,2997.04,483263.002
2025-12-31 12:30:00,2997.04,2998.28,2983.33,2986.21,1212502.54
2025-12-31 13:00:00,2986.21,2995.83,2985.99,2993.13,1995659.981
2025-12-31 13:30:00,2993.13,2998.62,2987.42,2995.95,1913906.191
2025-12-31 14:00:00,2995.89,3024.18,2788.0,3008.05,1228710.73
2025-12-31 14:30:00,3008.05,3010.2,2982.31,2992.5,2826935.156
2025-12-31 15:00:00,2992.5,2992.75,2970.88,2975.21,1414499.002
2025-12-31 15:30:00,2975.21,2987.55,2966.7,2984.3,1728322.68
2025-12-31 16:00:00,2984.3,2993.32,2979.32,2986.42,1440971.709
2025-12-31 16:30:00,2986.38,2987.26,2961.73,2975.0,1625850.116
2025-12-31 17:00:00,2975.0,2978.26,2967.55,2974.24,1343750.955
2025-12-31 17:30:00,2974.24,2978.28,2970.68,2974.74,927776.223
2025-12-31 18:00:00,2974.74,2984.26,2971.97,2983.01,890727.633
2025-12-31 18:30:00,2981.44,2983.01,2970.62,2973.93,871329.974
